Perfil de Temperatura via solucao analitica
t X0 X1 X2 X3 X4 X5 X6
351 44.1125 40.8963 31.2365 15.1089 -7.49853 -36.5534 -71.9483
351.5 44.0748 40.8584 31.1981 15.0703 -7.53664 -36.5897 -71.9813
352 44.037 40.8204 31.1597 15.0317 -7.57473 -36.626 -72.0143
352.5 43.9993 40.7825 31.1214 14.9931 -7.61279 -36.6623 -72.0473
353 43.9615 40.7445 31.083 14.9546 -7.65084 -36.6986 -72.0802
353.5 43.9238 40.7066 31.0447 14.916 -7.68886 -36.7348 -72.1131
354 43.886 40.6686 31.0063 14.8774 -7.72686 -36.771 -72.146
354.5 43.8482 40.6307 30.968 14.8389 -7.76484 -36.8072 -72.1789
355 43.8105 40.5927 30.9296 14.8004 -7.8028 -36.8434 -72.2117
355.5 43.7727 40.5548 30.8913 14.7619 -7.84074 -36.8795 -72.2445
356 43.7349 40.5168 30.853 14.7234 -7.87866 -36.9156 -72.2773
356.5 43.6971 40.4788 30.8146 14.6849 -7.91655 -36.9517 -72.3101
357 43.6593 40.4409 30.7763 14.6464 -7.95443 -36.9877 -72.3428
357.5 43.6215 40.4029 30.738 14.608 -7.99228 -37.0238 -72.3755
358 43.5837 40.3649 30.6996 14.5695 -8.03012 -37.0598 -72.4082
358.5 43.5458 40.3269 30.6613 14.5311 -8.06793 -37.0958 -72.4408
359 43.508 40.2889 30.623 14.4927 -8.10573 -37.1317 -72.4735
359.5 43.4702 40.2509 30.5847 14.4542 -8.1435 -37.1676 -72.5061
360 43.4323 40.213 30.5464 14.4158 -8.18125 -37.2035 -72.5387
360.5 43.3945 40.175 30.5081 14.3775 -8.21899 -37.2394 -72.5712
361 43.3566 40.137 30.4698 14.3391 -8.2567 -37.2753 -72.6038
361.5 43.3188 40.099 30.4315 14.3007 -8.29439 -37.3111 -72.6363
362 43.2809 40.061 30.3932 14.2624 -8.33206 -37.3469 -72.6688
362.5 43.2431 40.0229 30.3549 14.224 -8.36972 -37.3827 -72.7012
363 43.2052 39.9849 30.3166 14.1857 -8.40735 -37.4185 -72.7337
363.5 43.1673 39.9469 30.2783 14.1474 -8.44496 -37.4542 -72.7661
364 43.1294 39.9089 30.2401 14.1091 -8.48255 -37.4899 -72.7985
364.5 43.0915 39.8709 30.2018 14.0708 -8.52013 -37.5256 -72.8309
365 43.0537 39.8329 30.1635 14.0325 -8.55768 -37.5612 -72.8632
365.5 43.0158 39.7948 30.1252 13.9943 -8.59521 -37.5969 -72.8955
366 42.9779 39.7568 30.087 13.956 -8.63273 -37.6325 -72.9278
366.5 42.94 39.7188 30.0487 13.9178 -8.67022 -37.6681 -72.9601
367 42.902 39.6808 30.0105 13.8795 -8.70769 -37.7037 -72.9924
367.5 42.8641 39.6427 29.9722 13.8413 -8.74515 -37.7392 -73.0246
368 42.8262 39.6047 29.934 13.8031 -8.78258 -37.7747 -73.0568
368.5 42.7883 39.5667 29.8957 13.7649 -8.82 -37.8102 -73.089
369 42.7504 39.5286 29.8575 13.7268 -8.8574 -37.8457 -73.1211
369.5 42.7124 39.4906 29.8192 13.6886 -8.89477 -37.8811 -73.1533
370 42.6745 39.4526 29.781 13.6504 -8.93213 -37.9165 -73.1854
370.5 42.6366 39.4145 29.7428 13.6123 -8.96947 -37.9519 -73.2175
371 42.5986 39.3765 29.7046 13.5742 -9.00679 -37.9873 -73.2495
371.5 42.5607 39.3384 29.6664 13.536 -9.04409 -38.0227 -73.2816
372 42.5227 39.3004 29.6281 13.4979 -9.08137 -38.058 -73.3136
372.5 42.4848 39.2623 29.5899 13.4598 -9.11864 -38.0933 -73.3456
373 42.4468 39.2243 29.5517 13.4218 -9.15588 -38.1286 -73.3776
373.5 42.4089 39.1862 29.5135 13.3837 -9.1931 -38.1639 -73.4095
374 42.3709 39.1482 29.4753 13.3456 -9.23031 -38.1991 -73.4415
374.5 42.3329 39.1101 29.4371 13.3076 -9.2675 -38.2343 -73.4734
375 42.295 39.0721 29.399 13.2695 -9.30467 -38.2695 -73.5053
375.5 42.257 39.034 29.3608 13.2315 -9.34181 -38.3047 -73.5371
376 42.219 38.996 29.3226 13.1935 -9.37895 -38.3398 -73.569
376.5 42.1811 38.9579 29.2844 13.1555 -9.41606 -38.375 -73.6008
377 42.1431 38.9198 29.2463 13.1175 -9.45315 -38.4101 -73.6326
377.5 42.1051 38.8818 29.2081 13.0796 -9.49023 -38.4451 -73.6644
378 42.0671 38.8437 29.1699 13.0416 -9.52728 -38.4802 -73.6961
378.5 42.0291 38.8057 29.1318 13.0036 -9.56432 -38.5152 -73.7279
379 41.9911 38.7676 29.0936 12.9657 -9.60134 -38.5503 -73.7596
379.5 41.9531 38.7295 29.0555 12.9278 -9.63835 -38.5852 -73.7913
380 41.9151 38.6915 29.0174 12.8899 -9.67533 -38.6202 -73.8229
380.5 41.8771 38.6534 28.9792 12.852 -9.71229 -38.6552 -73.8546
381 41.8391 38.6154 28.9411 12.8141 -9.74924 -38.6901 -73.8862
381.5 41.8011 38.5773 28.903 12.7762 -9.78617 -38.725 -73.9178
382 41.7631 38.5392 28.8648 12.7383 -9.82308 -38.7599 -73.9494
382.5 41.7251 38.5012 28.8267 12.7005 -9.85997 -38.7948 -73.981
383 41.6871 38.4631 28.7886 12.6626 -9.89685 -38.8296 -74.0125
383.5 41.6491 38.425 28.7505 12.6248 -9.93371 -38.8644 -74.044
384 41.6111 38.387 28.7124 12.587 -9.97055 -38.8992 -74.0755
384.5 41.573 38.3489 28.6743 12.5492 -10.0074 -38.934 -74.107
385 41.535 38.3109 28.6362 12.5114 -10.0442 -38.9687 -74.1385
385.5 41.497 38.2728 28.5982 12.4736 -10.081 -39.0035 -74.1699
386 41.459 38.2347 28.5601 12.4358 -10.1177 -39.0382 -74.2013
386.5 41.421 38.1967 28.522 12.398 -10.1545 -39.0729 -74.2327
387 41.3829 38.1586 28.4839 12.3603 -10.1912 -39.1076 -74.2641
387.5 41.3449 38.1205 28.4459 12.3225 -10.2279 -39.1422 -74.2955
388 41.3069 38.0825 28.4078 12.2848 -10.2646 -39.1768 -74.3268
388.5 41.2688 38.0444 28.3698 12.2471 -10.3013 -39.2115 -74.3581
389 41.2308 38.0063 28.3317 12.2094 -10.338 -39.246 -74.3894
389.5 41.1928 37.9683 28.2937 12.1717 -10.3746 -39.2806 -74.4207
390 41.1548 37.9302 28.2556 12.134 -10.4112 -39.3152 -74.4519
390.5 41.1167 37.8922 28.2176 12.0964 -10.4478 -39.3497 -74.4832
391 41.0787 37.8541 28.1796 12.0587 -10.4844 -39.3842 -74.5144
391.5 41.0406 37.816 28.1416 12.0211 -10.521 -39.4187 -74.5456
392 41.0026 37.778 28.1036 11.9834 -10.5576 -39.4532 -74.5768
392.5 40.9646 37.7399 28.0655 11.9458 -10.5941 -39.4876 -74.6079
393 40.9265 37.7019 28.0275 11.9082 -10.6306 -39.522 -74.6391
393.5 40.8885 37.6638 27.9895 11.8706 -10.6672 -39.5564 -74.6702
394 40.8504 37.6258 27.9515 11.833 -10.7036 -39.5908 -74.7013
394.5 40.8124 37.5877 27.9136 11.7954 -10.7401 -39.6252 -74.7324
395 40.7744 37.5497 27.8756 11.7579 -10.7766 -39.6595 -74.7634
395.5 40.7363 37.5116 27.8376 11.7203 -10.813 -39.6939 -74.7945
396 40.6983 37.4736 27.7996 11.6828 -10.8494 -39.7282 -74.8255
396.5 40.6602 37.4355 27.7617 11.6452 -10.8858 -39.7625 -74.8565
397 40.6222 37.3975 27.7237 11.6077 -10.9222 -39.7967 -74.8875
397.5 40.5841 37.3594 27.6858 11.5702 -10.9586 -39.831 -74.9184
398 40.5461 37.3214 27.6478 11.5327 -10.995 -39.8652 -74.9494
398.5 40.508 37.2833 27.6099 11.4952 -11.0313 -39.8994 -74.9803
399 40.47 37.2453 27.5719 11.4578 -11.0676 -39.9336 -75.0112
399.5 40.432 37.2073 27.534 11.4203 -11.1039 -39.9678 -75.0421
400 40.3939 37.1692 27.4961 11.3829 -11.1402 -40.0019 -75.073
400.5 40.3559 37.1312 27.4582 11.3454 -11.1765 -40.036 -75.1038
401 40.3178 37.0931 27.4203 11.308 -11.2127 -40.0702 -75.1346
401.5 40.2798 37.0551 27.3824 11.2706 -11.249 -40.1042 -75.1655
402 40.2417 37.0171 27.3445 11.2332 -11.2852 -40.1383 -75.1962
402.5 40.2037 36.979 27.3066 11.1958 -11.3214 -40.1724 -75.227
403 40.1656 36.941 27.2687 11.1584 -11.3576 -40.2064 -75.2578
403.5 40.1276 36.903 27.2308 11.121 -11.3938 -40.2404 -75.2885
404 40.0895 36.865 27.1929 11.0837 -11.4299 -40.2744 -75.3192
404.5 40.0515 36.8269 27.155 11.0463 -11.4661 -40.3084 -75.3499
405 40.0135 36.7889 27.1172 11.009 -11.5022 -40.3424 -75.3806
405.5 39.9754 36.7509 27.0793 10.9717 -11.5383 -40.3763 -75.4113
406 39.9374 36.7129 27.0415 10.9344 -11.5744 -40.4102 -75.4419
406.5 39.8993 36.6749 27.0036 10.8971 -11.6105 -40.4441 -75.4726
407 39.8613 36.6369 26.9658 10.8598 -11.6466 -40.478 -75.5032
407.5 39.8233 36.5989 26.928 10.8225 -11.6826 -40.5119 -75.5338
408 39.7852 36.5608 26.8901 10.7852 -11.7186 -40.5457 -75.5644
408.5 39.7472 36.5228 26.8523 10.748 -11.7546 -40.5796 -75.5949
409 39.7091 36.4848 26.8145 10.7107 -11.7906 -40.6134 -75.6255
409.5 39.6711 36.4468 26.7767 10.6735 -11.8266 -40.6472 -75.656
410 39.6331 36.4088 26.7389 10.6363 -11.8626 -40.6809 -75.6865
410.5 39.595 36.3708 26.7011 10.5991 -11.8985 -40.7147 -75.717
411 39.557 36.3328 26.6633 10.5619 -11.9345 -40.7484 -75.7474
411.5 39.519 36.2949 26.6255 10.5247 -11.9704 -40.7822 -75.7779
412 39.4809 36.2569 26.5877 10.4875 -12.0063 -40.8159 -75.8083
412.5 39.4429 36.2189 26.55 10.4503 -12.0422 -40.8495 -75.8387
413 39.4049 36.1809 26.5122 10.4132 -12.0781 -40.8832 -75.8691
413.5 39.3668 36.1429 26.4745 10.376 -12.1139 -40.9169 -75.8995
414 39.3288 36.1049 26.4367 10.3389 -12.1498 -40.9505 -75.9299
414.5 39.2908 36.067 26.399 10.3018 -12.1856 -40.9841 -75.9602
415 39.2528 36.029 26.3612 10.2647 -12.2214 -41.0177 -75.9906
415.5 39.2147 35.991 26.3235 10.2276 -12.2572 -41.0513 -76.0209
416 39.1767 35.9531 26.2858 10.1905 -12.293 -41.0848 -76.0512
416.5 39.1387 35.9151 26.248 10.1534 -12.3287 -41.1184 -76.0815
417 39.1007 35.8771 26.2103 10.1163 -12.3645 -41.1519 -76.1117
417.5 39.0627 35.8392 26.1726 10.0793 -12.4002 -41.1854 -76.142
418 39.0247 35.8012 26.1349 10.0422 -12.4359 -41.2189 -76.1722
418.5 38.9866 35.7633 26.0972 10.0052 -12.4716 -41.2524 -76.2024
419 38.9486 35.7253 26.0596 9.9682 -12.5073 -41.2858 -76.2326
419.5 38.9106 35.6874 26.0219 9.93119 -12.543 -41.3193 -76.2628
420 38.8726 35.6494 25.9842 9.89419 -12.5787 -41.3527 -76.293
420.5 38.8346 35.6115 25.9465 9.85721 -12.6143 -41.3861 -76.3231
421 38.7966 35.5736 25.9089 9.82023 -12.6499 -41.4195 -76.3532
421.5 38.7586 35.5356 25.8712 9.78327 -12.6855 -41.4528 -76.3833
422 38.7206 35.4977 25.8336 9.74631 -12.7211 -41.4862 -76.4134
422.5 38.6826 35.4598 25.7959 9.70937 -12.7567 -41.5195 -76.4435
423 38.6446 35.4219 25.7583 9.67244 -12.7923 -41.5528 -76.4736
423.5 38.6066 35.3839 25.7207 9.63552 -12.8278 -41.5862 -76.5036
424 38.5686 35.346 25.6831 9.59861 -12.8634 -41.6194 -76.5337
424.5 38.5307 35.3081 25.6455 9.56172 -12.8989 -41.6527 -76.5637
425 38.4927 35.2702 25.6079 9.52483 -12.9344 -41.686 -76.5937
425.5 38.4547 35.2323 25.5703 9.48795 -12.9699 -41.7192 -76.6237
426 38.4167 35.1944 25.5327 9.45109 -13.0054 -41.7524 -76.6536
426.5 38.3787 35.1565 25.4951 9.41424 -13.0409 -41.7856 -76.6836
427 38.3408 35.1186 25.4575 9.37739 -13.0763 -41.8188 -76.7135
427.5 38.3028 35.0807 25.4199 9.34056 -13.1117 -41.852 -76.7434
428 38.2648 35.0428 25.3824 9.30374 -13.1472 -41.8851 -76.7733
428.5 38.2269 35.005 25.3448 9.26693 -13.1826 -41.9182 -76.8032
429 38.1889 34.9671 25.3073 9.23013 -13.218 -41.9514 -76.8331
429.5 38.1509 34.9292 25.2697 9.19335 -13.2533 -41.9845 -76.8629
430 38.113 34.8913 25.2322 9.15657 -13.2887 -42.0175 -76.8928
430.5 38.075 34.8535 25.1947 9.1198 -13.324 -42.0506 -76.9226
431 38.0371 34.8156 25.1571 9.08305 -13.3594 -42.0837 -76.9524
431.5 37.9991 34.7778 25.1196 9.04631 -13.3947 -42.1167 -76.9822
432 37.9612 34.7399 25.0821 9.00957 -13.43 -42.1497 -77.012
432.5 37.9232 34.7021 25.0446 8.97285 -13.4653 -42.1827 -77.0417
433 37.8853 34.6642 25.0071 8.93614 -13.5006 -42.2157 -77.0715
433.5 37.8473 34.6264 24.9696 8.89944 -13.5358 -42.2487 -77.1012
434 37.8094 34.5885 24.9322 8.86275 -13.5711 -42.2816 -77.1309
434.5 37.7715 34.5507 24.8947 8.82607 -13.6063 -42.3146 -77.1606
435 37.7335 34.5129 24.8572 8.78941 -13.6415 -42.3475 -77.1903
435.5 37.6956 34.475 24.8198 8.75275 -13.6767 -42.3804 -77.22
436 37.6577 34.4372 24.7823 8.71611 -13.7119 -42.4133 -77.2496
436.5 37.6198 34.3994 24.7449 8.67947 -13.7471 -42.4462 -77.2793
437 37.5819 34.3616 24.7074 8.64285 -13.7822 -42.479 -77.3089
437.5 37.5439 34.3238 24.67 8.60623 -13.8174 -42.5119 -77.3385
438 37.506 34.286 24.6326 8.56963 -13.8525 -42.5447 -77.3681
438.5 37.4681 34.2482 24.5952 8.53304 -13.8876 -42.5775 -77.3977
439 37.4302 34.2104 24.5578 8.49646 -13.9227 -42.6103 -77.4272
439.5 37.3923 34.1726 24.5204 8.45989 -13.9578 -42.6431 -77.4568
440 37.3544 34.1348 24.483 8.42333 -13.9929 -42.6759 -77.4863
440.5 37.3165 34.097 24.4456 8.38679 -14.028 -42.7086 -77.5158
441 37.2786 34.0593 24.4082 8.35025 -14.063 -42.7413 -77.5453
441.5 37.2408 34.0215 24.3708 8.31372 -14.0981 -42.7741 -77.5748
442 37.2029 33.9837 24.3335 8.27721 -14.1331 -42.8068 -77.6043
442.5 37.165 33.946 24.2961 8.2407 -14.1681 -42.8395 -77.6338
443 37.1271 33.9082 24.2588 8.20421 -14.2031 -42.8721 -77.6632
443.5 37.0893 33.8705 24.2214 8.16773 -14.2381 -42.9048 -77.6926
444 37.0514 33.8327 24.1841 8.13126 -14.273 -42.9374 -77.7221
444.5 37.0135 33.795 24.1468 8.09479 -14.308 -42.9701 -77.7515
445 36.9757 33.7572 24.1095 8.05834 -14.3429 -43.0027 -77.7808
445.5 36.9378 33.7195 24.0721 8.0219 -14.3778 -43.0353 -77.8102
446 36.9 33.6818 24.0348 7.98547 -14.4128 -43.0679 -77.8396
446.5 36.8621 33.644 23.9975 7.94906 -14.4477 -43.1004 -77.8689
447 36.8243 33.6063 23.9603 7.91265 -14.4825 -43.133 -77.8982
447.5 36.7864 33.5686 23.923 7.87625 -14.5174 -43.1655 -77.9276
448 36.7486 33.5309 23.8857 7.83987 -14.5523 -43.198 -77.9569
448.5 36.7108 33.4932 23.8484 7.80349 -14.5871 -43.2305 -77.9861
449 36.6729 33.4555 23.8112 7.76713 -14.6219 -43.263 -78.0154
449.5 36.6351 33.4178 23.7739 7.73077 -14.6568 -43.2955 -78.0447
450 36.5973 33.3801 23.7367 7.69443 -14.6916 -43.328 -78.0739
450.5 36.5595 33.3424 23.6994 7.6581 -14.7263 -43.3604 -78.1032
451 36.5217 33.3048 23.6622 7.62177 -14.7611 -43.3928 -78.1324
451.5 36.4839 33.2671 23.625 7.58546 -14.7959 -43.4253 -78.1616
452 36.4461 33.2294 23.5878 7.54916 -14.8306 -43.4577 -78.1908
452.5 36.4083 33.1918 23.5506 7.51287 -14.8654 -43.4901 -78.2199
453 36.3705 33.1541 23.5134 7.47659 -14.9001 -43.5224 -78.2491
453.5 36.3327 33.1164 23.4762 7.44032 -14.9348 -43.5548 -78.2782
454 36.2949 33.0788 23.439 7.40407 -14.9695 -43.5871 -78.3074
454.5 36.2571 33.0412 23.4018 7.36782 -15.0042 -43.6195 -78.3365
455 36.2194 33.0035 23.3647 7.33158 -15.0389 -43.6518 -78.3656
455.5 36.1816 32.9659 23.3275 7.29536 -15.0735 -43.6841 -78.3947
456 36.1438 32.9283 23.2903 7.25914 -15.1082 -43.7164 -78.4237
456.5 36.1061 32.8906 23.2532 7.22294 -15.1428 -43.7486 -78.4528
457 36.0683 32.853 23.2161 7.18674 -15.1774 -43.7809 -78.4819
457.5 36.0305 32.8154 23.1789 7.15056 -15.212 -43.8131 -78.5109
458 35.9928 32.7778 23.1418 7.11439 -15.2466 -43.8454 -78.5399
458.5 35.9551 32.7402 23.1047 7.07822 -15.2812 -43.8776 -78.5689
459 35.9173 32.7026 23.0676 7.04207 -15.3157 -43.9098 -78.5979
459.5 35.8796 32.665 23.0305 7.00593 -15.3503 -43.942 -78.6269
460 35.8419 32.6275 22.9934 6.9698 -15.3848 -43.9742 -78.6559
460.5 35.8041 32.5899 22.9563 6.93368 -15.4194 -44.0063 -78.6848
461 35.7664 32.5523 22.9192 6.89757 -15.4539 -44.0385 -78.7138
461.5 35.7287 32.5148 22.8822 6.86147 -15.4884 -44.0706 -78.7427
462 35.691 32.4772 22.8451 6.82538 -15.5228 -44.1027 -78.7716
462.5 35.6533 32.4396 22.8081 6.7893 -15.5573 -44.1348 -78.8005
463 35.6156 32.4021 22.771 6.75324 -15.5918 -44.1669 -78.8294
463.5 35.5779 32.3646 22.734 6.71718 -15.6262 -44.199 -78.8583
464 35.5402 32.327 22.697 6.68113 -15.6607 -44.231 -78.8871
464.5 35.5025 32.2895 22.6599 6.6451 -15.6951 -44.2631 -78.916
465 35.4648 32.252 22.6229 6.60907 -15.7295 -44.2951 -78.9448
465.5 35.4272 32.2144 22.5859 6.57306 -15.7639 -44.3271 -78.9736
466 35.3895 32.1769 22.5489 6.53705 -15.7983 -44.3591 -79.0024
466.5 35.3518 32.1394 22.5119 6.50106 -15.8327 -44.3911 -79.0312
467 35.3142 32.1019 22.4749 6.46508 -15.867 -44.4231 -79.06
467.5 35.2765 32.0644 22.438 6.4291 -15.9014 -44.4551 -79.0888
468 35.2389 32.0269 22.401 6.39314 -15.9357 -44.487 -79.1175
468.5 35.2012 31.9895 22.3641 6.35719 -15.97 -44.519 -79.1463
469 35.1636 31.952 22.3271 6.32125 -16.0043 -44.5509 -79.175
469.5 35.126 31.9145 22.2902 6.28532 -16.0386 -44.5828 -79.2037
470 35.0883 31.877 22.2532 6.2494 -16.0729 -44.6147 -79.2324
470.5 35.0507 31.8396 22.2163 6.21349 -16.1072 -44.6466 -79.2611
471 35.0131 31.8021 22.1794 6.17759 -16.1414 -44.6784 -79.2898
471.5 34.9755 31.7647 22.1425 6.1417 -16.1757 -44.7103 -79.3185
472 34.9379 31.7273 22.1056 6.10582 -16.2099 -44.7421 -79.3471
472.5 34.9003 31.6898 22.0687 6.06995 -16.2441 -44.774 -79.3758
473 34.8627 31.6524 22.0318 6.03409 -16.2783 -44.8058 -79.4044
473.5 34.8251 31.615 21.9949 5.99824 -16.3125 -44.8376 -79.433
474 34.7875 31.5776 21.9581 5.96241 -16.3467 -44.8694 -79.4616
474.5 34.7499 31.5401 21.9212 5.92658 -16.3809 -44.9011 -79.4902
475 34.7123 31.5027 21.8843 5.89076 -16.415 -44.9329 -79.5188
475.5 34.6748 31.4653 21.8475 5.85496 -16.4492 -44.9646 -79.5473
476 34.6372 31.4279 21.8107 5.81916 -16.4833 -44.9964 -79.5759
476.5 34.5997 31.3906 21.7738 5.78338 -16.5174 -45.0281 -79.6044
477 34.5621 31.3532 21.737 5.7476 -16.5515 -45.0598 -79.633
477.5 34.5246 31.3158 21.7002 5.71184 -16.5856 -45.0915 -79.6615
478 34.487 31.2784 21.6634 5.67608 -16.6197 -45.1232 -79.69
478.5 34.4495 31.2411 21.6266 5.64034 -16.6538 -45.1549 -79.7185
479 34.412 31.2037 21.5898 5.60461 -16.6879 -45.1865 -79.747
479.5 34.3744 31.1664 21.553 5.56888 -16.7219 -45.2182 -79.7754
480 34.3369 31.1291 21.5163 5.53317 -16.7559 -45.2498 -79.8039
480.5 34.2994 31.0917 21.4795 5.49747 -16.79 -45.2814 -79.8323
481 34.2619 31.0544 21.4427 5.46178 -16.824 -45.313 -79.8607
481.5 34.2244 31.0171 21.406 5.42609 -16.858 -45.3446 -79.8892
482 34.1869 30.9798 21.3692 5.39042 -16.892 -45.3762 -79.9176
482.5 34.1494 30.9424 21.3325 5.35476 -16.9259 -45.4078 -79.946
483 34.1119 30.9051 21.2958 5.31911 -16.9599 -45.4393 -79.9743
483.5 34.0745 30.8679 21.2591 5.28347 -16.9938 -45.4708 -80.0027
484 34.037 30.8306 21.2224 5.24784 -17.0278 -45.5024 -80.0311
484.5 33.9995 30.7933 21.1857 5.21222 -17.0617 -45.5339 -80.0594
485 33.9621 30.756 21.149 5.17661 -17.0956 -45.5654 -80.0877
485.5 33.9246 30.7187 21.1123 5.14101 -17.1295 -45.5969 -80.1161
486 33.8872 30.6815 21.0756 5.10542 -17.1634 -45.6284 -80.1444
486.5 33.8497 30.6442 21.039 5.06984 -17.1973 -45.6598 -80.1727
487 33.8123 30.607 21.0023 5.03428 -17.2312 -45.6913 -80.2009
487.5 33.7749 30.5697 20.9657 4.99872 -17.265 -45.7227 -80.2292
488 33.7375 30.5325 20.929 4.96317 -17.2988 -45.7541 -80.2575
488.5 33.7 30.4953 20.8924 4.92763 -17.3327 -45.7855 -80.2857
489 33.6626 30.4581 20.8558 4.8921 -17.3665 -45.8169 -80.314
489.5 33.6252 30.4208 20.8191 4.85659 -17.4003 -45.8483 -80.3422
490 33.5878 30.3836 20.7825 4.82108 -17.4341 -45.8797 -80.3704
490.5 33.5504 30.3464 20.7459 4.78558 -17.4679 -45.9111 -80.3986
491 33.5131 30.3092 20.7093 4.7501 -17.5017 -45.9424 -80.4268
491.5 33.4757 30.272 20.6728 4.71462 -17.5354 -45.9738 -80.455
492 33.4383 30.2349 20.6362 4.67915 -17.5692 -46.0051 -80.4831
492.5 33.4009 30.1977 20.5996 4.6437 -17.6029 -46.0364 -80.5113
493 33.3636 30.1605 20.5631 4.60825 -17.6366 -46.0677 -80.5394
493.5 33.3262 30.1234 20.5265 4.57282 -17.6703 -46.099 -80.5676
494 33.2889 30.0862 20.49 4.53739 -17.704 -46.1303 -80.5957
494.5 33.2515 30.0491 20.4534 4.50198 -17.7377 -46.1615 -80.6238
495 33.2142 30.0119 20.4169 4.46657 -17.7714 -46.1928 -80.6519
495.5 33.1769 29.9748 20.3804 4.43118 -17.8051 -46.224 -80.68
496 33.1396 29.9377 20.3439 4.39579 -17.8387 -46.2552 -80.708
496.5 33.1022 29.9006 20.3074 4.36042 -17.8724 -46.2865 -80.7361
497 33.0649 29.8634 20.2709 4.32505 -17.906 -46.3177 -80.7642
497.5 33.0276 29.8263 20.2344 4.2897 -17.9396 -46.3489 -80.7922
498 32.9903 29.7892 20.198 4.25435 -17.9732 -46.38 -80.8202
498.5 32.9531 29.7521 20.1615 4.21902 -18.0068 -46.4112 -80.8482
499 32.9158 29.7151 20.125 4.1837 -18.0404 -46.4424 -80.8762
499.5 32.8785 29.678 20.0886 4.14838 -18.074 -46.4735 -80.9042
500 32.8412 29.6409 20.0521 4.11308 -18.1075 -46.5046 -80.9322
